Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI	W_Context	W_Pos	W_Freq	W_LMI
Mord	27	1.19	1.52	21	7.81	2.73	25	7.32	2.25	4	2	211139	anhängen	V	239	995.922372075424	König	NN	108	99.9572315023753	Obdachlosen	NN	29	99.7706320602485	Elend	NN	43	99.7015780821082	Kain	NN	24	99.3628056491266	straffrei	ADJ	28	99.3535897245214	Moor	NN	38	99.2983616751255	deuten	V	70	99.1069018565091	Folter	NN	1678	9880.7478679812	Pavlos	NE	15	98.8036317641305
Alarm	18	4.39	1.75	25	6.76	3.35	23	6.65	2.81	5	2	67024	Stufe	NN	53	99.4119854465478	Actionserie	NE	10	99.1832494113347	Sperrzone	NN	18	98.8116577299278	Gelb	ADJ	26	97.3146062999724	Polizei	NN	68	96.5422322208745	machen	V	941	947.885242353388	Rauchentwicklung	NN	21	94.9048343288793	Cockpit	NN	28	94.3220861762409	Anlage	NN	75	94.1763826281509	Ertönen	NN	14	93.5895079812407
Gebet	22	4.00	3.04	34	3.21	2.92	27	6.07	3.52	5	1	190395	Schwester	NN	80	99.9577007681383	Vertrauen	NN	78	99.4715937856702	erklingen	V	40	99.1528882385758	Gemeinschaft	NN	361	989.527628675951	Ritual	NN	257	982.693758134474	Altar	NN	43	98.8520919123912	Dankbarkeit	NN	37	98.656920567916	hingeben	V	36	98.555023374701	eingeschlossen	V	30	98.4986027532519	Begrüßung	NN	43	98.3317934097151
Akustik	34	6.74	1.54	24	4.17	2.99	27	5.00	2.86	7	4	27362	Ergonomie	NN	19	96.9119169467481	in	P	2103	938.347612656417	problematisch	ADJ	31	92.5184673716707	Tontechnik	NN	15	91.6952748141685	erstklassig	ADJ	28	91.4535480151194	Akustik	NN	20	90.8341610936582	ausgewogen	ADJ	27	90.372131500451	kämpfen	V	12	9.96175785895849	€	NN	13	9.81115564603151	prägen	V	11	9.72988508804633
Atmosphäre	23	6.91	2.07	28	4.68	2.58	20	5.40	2.76	10	4	449510	gastfreundlich	ADJ	216	996.378393995266	spacig	ADJ	24	99.9871423485357	Auflockerung	NN	30	99.8002989586705	wesentlich	ADJ	304	99.6879728608817	entfernen	V	130	99.6849854442658	anheizen	V	38	99.6041152678417	gekonnt	ADJ	60	99.5955203906846	gespenstig	ADJ	21	99.4767960235015	verteilen	V	141	99.3648868941244	streuen	V	53	99.3407695594682
Schokolade	25	6.92	3.53	22	5.00	2.74	27	8.93	2.59	10	4	118682	Müsli	NN	24	99.3644921781542	kombinieren	V	53	99.115068469274	dunkel	ADJ	2291	9896.00277505038	Vollmilch	NN	142	980.321954904305	füllen	ADJ	28	98.6320217557946	Vanilleeis	NN	19	98.1221054756534	gehackter	ADJ	19	97.6655974729942	Geschichte	NN	181	97.6553574440041	harmonieren	V	31	97.5217140263745	naschen	ADJ	16	97.2183991509395
Liebling	28	8.21	2.17	28	6.96	2.53	19	5.42	3.01	8	4	80216	Song	NE	31	98.7612849920083	unbestritten	ADJ	30	98.4927016101847	wollen	V	332	97.8093027396713	Monster	NN	38	97.5654492804753	nennen	V	98	97.0527184609452	krank	ADJ	55	96.8261354347539	Masse	NN	283	957.902682914949	Gassi	NN	23	95.8960633663851	Favorit	NN	39	95.7567586925138	Schatz	NN	39	95.4351481846862
Andeutung	28	4.61	1.85	23	4.48	2.52	25	4.12	3.03	9	1	29883	ganz	ADJ	120	99.3054249190251	mystisch	ADJ	26	97.5228539621958	Verbeugung	NN	18	96.1754300891969	irgendwelche	ADJ	33	94.9403386488024	Zitat	NN	44	94.587986745568	Ahnung	NN	38	94.4903563365696	finden	V	191	93.6971232141447	schwach	ADJ	48	93.4822183880316	Symbol	NN	37	92.9210929216644	spärlich	ADJ	25	92.2424365580484
Printe	16	6.06	1.65	18	1.44	1.85	14	7.36	3.03	6	3	2067	werden	V	83	8.12229881881457	Keks	NN	12	71.4598152408434	Spekulatius	NN	62	636.661316178889	Plätzchen	NN	11	63.5779874544122	backen	V	12	62.7855336399192	Glühwein	NN	10	62.0250313057394	schmecken	V	14	60.7563699031173	Co	NN	12	52.3999005122795	kommen	V	15	5.62579092705429	berühmt	ADJ	12	42.5228445131431
Pedal	31	5.48	2.14	21	1.86	2.15	13	8.31	2.29	5	3	31466	Gas	NN	38	99.2775570915086	lösen	V	54	99.0530704352203	andere	ADJ	218	97.6634871395215	Zerrgrad	NN	12	96.9767914931352	Lenkung	NN	22	96.3247216987199	Aluminium	NN	27	96.1153230177068	Radschuh	NN	14	95.8982768910333	Klavier	NN	28	95.1032811365043	Reflektor	NN	20	93.1962974255762	Fahrer	NN	40	92.4189043680175
Kühlschrank	21	6.86	1.42	16	2.75	2.65	30	9.43	1.22	11	3	137276	freistehend	ADJ	33	99.8380169678059	zuhause	ADV	55	98.8931943855561	Joghurt	NE	31	98.7799375831785	furzen	V	19	97.9621393780455	Waschtrockner	ADJ	11	97.8214089424355	Glastür	NN	22	97.517989312562	Miele	NN	24	97.354361715301	fressen	V	55	97.1041885035322	Küchenmaschine	NN	21	97.0394154479111	Ofen	NN	240	966.812208745837
Aufenthalt	30	6.07	1.68	23	3.91	2.94	25	4.76	3.39	10	1	301220	Freie	NN	1779	9979.42358000108	Klinik	NN	102	99.9702267243533	Krisengebiet	NN	31	99.679513037651	Hoheitsgebiet	NN	29	99.1961847453756	zehntägig	ADJ	164	986.762877187802	dreijährig	ADJ	257	983.007472964256	Seoul	NE	34	98.7282766589551	Würzburg	NE	62	98.3400846269959	Sansibar	ADJ	24	98.3020856297907	Zeit	NN	1817	974.875103580998
Schöpfer	30	5.77	2.80	26	4.15	2.31	23	4.48	3.01	8	1	88466	Schönheit	NN	47	99.6135701810717	Allweise	ADV	12	99.4212548540535	Autor	NN	80	97.3552168721811	Univers	NN	23	97.2706330975452	übernatürlich	ADJ	26	96.5419462882699	wunderbar	ADJ	65	96.4943620088661	eigen	ADJ	671	950.838110008655	Dunkelheit	NN	39	95.8527549445151	Anwesenheit	NN	37	94.9454437527416	Wahrheit	NN	62	94.5170460106091
Angriff	27	1.96	2.05	19	8.37	1.89	18	6.50	1.92	7	2	601900	ernsthaft	ADJ	543	996.587722082575	Separatist	NN	33	99.5015389191684	beschädigen	V	89	99.4356792240703	verwunden	V	46	99.4119423212298	Entführung	NN	50	99.3750435277676	Flotte	NN	67	99.3719194633555	Perser	NN	39	99.1981498637702	derartig	ADJ	565	988.190167240448	Zielscheibe	NN	228	981.177392430246	Kontrahent	NN	52	98.7305076144766
Mensch	23	6.96	1.55	25	4.32	2.58	30	7.90	2.78	6	4	8886999	übertragen	V	6427	9994.63284952244	bisexuell	ADJ	337	999.99858452954	sein	V	671813	99822.6524308458	Leben	NN	62230	99596.2968202904	ansprechen	V	6534	9942.42235099929	Emotion	NN	1104	993.945683303813	Institution	NN	1830	993.422586886302	Erfindung	NN	995	992.708291153179	Lebensbereich	NN	625	992.320364333653	hervorrufen	V	1022	992.258207321695
Fass	29	5.83	1.95	18	2.06	2.58	25	8.40	2.83	4	3	77388	Krombacher	NE	16	99.8638817702918	Limousin-Eiche	NN	11	99.662317119245	liegen	V	248	99.1593216347005	Atommüll	NN	178	976.242527058808	giftig	ADJ	37	97.882941373107	lassen	V	328	97.7297337970731	getoastet	ADJ	15	96.4869631616328	strahlend	ADJ	41	96.3417249985072	Bockbier	NN	15	95.3645358837806	leer	NN	25	95.2882951145221
Kuss	27	8.67	2.20	22	7.55	2.39	22	8.50	1.97	4	4	90401	legen	V	112	99.388183563508	erotisch	ADJ	35	98.3417182994635	küssen	V	34	97.6644138034398	erzählen	V	82	96.2230944761312	feucht	ADJ	238	959.213968578102	denken	V	130	95.3131813241951	fett	ADJ	44	94.762894917101	berühren	V	44	94.2843545255572	lieblich	ADJ	27	93.8896761463183	Vampir	NE	28	93.5952320394044
Bruder	25	8.16	1.60	28	3.32	2.74	25	8.52	2.74	6	3	768550	Sebastian	NE	454	998.907437042324	ermordet	ADJ	260	996.873057232988	Matthias	NE	473	995.231640372657	Cecil	NE	30	99.9918963020853	Bo	NE	52	99.8948156857474	Mohamed	NE	37	99.7002003788358	Bellinger	NE	20	99.6178999770197	herausziehen	V	43	99.609230268209	vorschicken	V	25	99.5528941468162	Kardinal	NN	66	99.4006824292042
Hölle	22	2.23	2.67	17	7.00	3.08	31	5.52	3.36	5	2	161183	regieren	V	45	99.8090460177762	Gleisweiler	NN	14	99.2357876802403	Vorzimmer	NN	21	99.0466486808418	kalt	ADJ	98	99.0386601553647	Pein	NN	23	98.8536872530418	dort	ADV	329	98.8532313603653	Vision	NN	53	98.7627898498713	durchleiden	V	21	98.0782441458547	Süd	NE	33	96.703662627437	Löwe	NN	44	95.9732928775586
Wanne	25	6.24	2.39	19	1.74	2.10	26	8.81	2.25	5	3	41857	heiß	ADJ	297	997.601127275929	gleiten	V	29	99.0203667560063	passen	V	69	98.4298795323171	kriegen	V	48	97.9147495004326	Auffangen	NN	15	94.1463357528295	Handwaschbecken	NN	14	94.0928409492178	Tageslichtbad	NN	100	939.957227470615	Zusammenbau	NN	20	93.5249217543297	duschen	V	25	93.2956774111717	komplett	ADJ	79	92.3074520373167
Höhe	33	5.52	2.15	21	4.81	3.20	31	5.74	2.52	4	4	1386120	Nettoeinkommen	NN	263	995.806377627279	stellig	ADJ	284	992.967699956088	Nutzungsentschädigung	NN	197	990.017099718147	horrend	ADJ	63	99.9554076539398	Autobahnkreuz	NN	41	99.9232894206709	Barkaution	NN	23	99.9067703017521	Ottmarsheimer	ADJ	15	99.8512441084891	Rabattfreibetrag	NN	21	99.8259789145234	Unterhaltsbeihilfe	NN	21	99.6812505677271	Hilfskredit	NN	25	99.6569976681619
Pudding	17	7.59	2.18	21	2.67	3.06	16	8.56	2.56	7	3	12870	Eis	NN	187	983.633431971195	herstellen	V	37	98.863392095192	Fruchtjoghurt	NN	12	98.8479897598895	noch	ADV	234	95.2370408560059	Zubereitung	NN	22	94.2406608307081	Pfannkuchen	NN	16	92.5378908627782	Löffel	NN	19	92.3943022264986	Päckchen	NN	20	92.0369254491027	Vanille	NE	13	90.8849227009365	lauwarm	ADJ	18	90.5961319964091
Reaktor	28	2.75	2.32	29	5.66	2.97	19	7.47	2.32	7	2	49992	entfernt	ADJ	53	99.9466784330045	Frankreich	NE	60	99.6339677966799	zerstört	ADJ	186	981.324810851398	verblieben	ADJ	31	97.4437793313093	Umkreis	NN	29	97.0989331154669	stilllegen	V	160	960.784380859355	Neckarwestheim	NE	138	960.152334885889	Kernbrennstoff	NN	17	96.8887931583121	Kühlturm	NN	17	96.6418614424847	entfernen	V	49	96.3833387362907
Währung	32	5.09	2.05	24	1.79	2.08	25	6.52	2.65	7	3	103366	digital	ADJ	363	993.665408178902	Kursschwankung	NN	20	99.6867534127172	iranisch	ADJ	38	99.5721784477905	an	P	1421	99.336211146346	verhindern	V	81	98.3105765992634	führend	ADJ	67	98.2341340730293	gemeinschaftlich	ADJ	39	98.2021760908378	anlegen	V	69	98.0139158187242	andere	ADJ	4497	9748.37178588626	Zinsprodukt	NN	13	97.6908484824332
Tanz	30	7.37	1.92	24	5.17	2.76	17	6.71	2.71	4	4	250111	Toleranz	NN	59	99.2597786549909	Animation	NN	49	99.2243195200702	Landesbüro	NN	18	99.1669755329899	Konzert	NN	441	981.905505220412	Entspannung	NN	58	98.8957052937975	stilisiert	ADJ	29	98.5707515135796	Trachtengruppe	NN	21	98.5278076491688	polnisch	ADJ	71	98.4962771197858	Alleinunterhalter	NN	26	98.4536177558344	Bauchtanz	NN	169	977.427856175417
Impuls	23	6.83	1.44	26	5.38	2.90	23	4.91	2.66	6	4	213186	spontan	ADJ	367	994.606228525766	intuitiv	ADJ	50	99.9992555614737	verdrängt	ADJ	29	99.5190443650988	initial	ADJ	26	99.1316958871192	Theater	NN	92	99.0217309554814	umwandeln	V	304	986.033954027514	Innovation	NN	335	980.444100342429	versehen	V	77	98.7947020069935	Vision	NN	65	98.545918669867	vielfältig	ADJ	440	972.942760860151
Ventil	18	5.50	1.76	15	2.67	3.06	15	8.07	2.09	6	3	69056	schaltend	ADJ	17	99.8261124853405	strömen	V	32	99.1197796735938	sozusagen	ADV	48	99.03436613985	Nockenwelle	NN	153	982.111937510508	Schlauch	NN	211	977.908669622045	lösen	V	73	97.3764247442704	Auswuchten	NN	15	97.0228079218382	selbsttätig	ADJ	22	96.5408180159586	klappernd	ADJ	18	95.7168215232134	Schwimmer	NN	27	95.6045484357123
Hecke	28	5.21	1.57	22	1.73	1.61	26	8.62	2.58	5	3	46462	Wäldchen	NN	20	99.5970440049388	Obstgehölz	NN	16	99.3283603386282	Abgrenzung	NN	31	99.1916175972871	verdecken	V	28	99.0835717875176	Park	NN	45	98.8270468501195	Brachfläche	NN	19	98.3487486704565	Tümpel	NN	20	98.2540876274297	lauern	V	28	97.7186665154868	Straße	NN	84	97.5402578508511	Zweig	NN	31	97.4812666462556
Unwohlsein	18	1.56	1.34	19	4.95	3.31	20	4.70	3.10	10	2	12952	Gefühl	NN	253	999.3847886518	bis	P	113	95.6963293038062	Krankheit	NN	220	937.405440164123	aufgrund	P	48	93.4646430927846	Schwindel	NN	136	928.560512925858	unspezifisch	ADJ	17	92.4728187229442	Unausgeglichenheit	NN	12	91.892702998197	Schüttelfrost	NN	14	91.7927369941113	Wohlbefinden	NN	22	91.7476449941468	häufig	ADJ	51	90.3998856544041
Dilemma	27	3.26	2.70	28	6.46	2.57	17	3.47	2.43	7	2	58071	fundamental	ADJ	30	97.6381406069655	wahr	ADJ	64	96.95643764185	welche	NE	20	96.0267398586534	eigentlich	ADJ	289	940.794302718315	bekannt	ADJ	97	94.7911757966936	schrecklich	ADJ	39	91.0494896332945	The	NE	51	90.4543077699637	ernst	ADJ	16	9.91671952879268	erscheinen	V	38	9.78228819053948	spezifisch	ADJ	12	9.75949905371306
Vergangenheit	22	5.77	2.20	25	4.80	2.40	29	4.93	3.68	13	4	696824	erdgeschichtlich	ADJ	190	993.066365479162	interessieren	ADJ	141	99.7434157720672	Schwierigkeit	NN	178	99.5250736083014	aufweisen	V	129	99.4733325998	durchmachen	V	56	99.4631818590472	widerspiegeln	V	62	99.2026561427847	erobernd	ADJ	22	98.6667751562815	schildern	V	110	98.4310499044289	versetzen	V	459	978.303496287381	angehören|anhören	V	2026	9755.28361136417
Partnerschaft	39	7.41	2.51	18	6.83	2.55	26	5.96	2.92	13	4	212821	Aspekt	NN	117	99.8705390256825	Sozietät	NN	26	99.7910768986372	kontinuierlich	ADJ	79	99.4984596416848	beiderseitig	ADJ	33	99.3777982945469	egalitär	ADJ	24	99.1544569959091	bezüglich	P	92	98.8827626005686	Landkreis	NN	88	98.6201570509218	insbesondere	ADV	194	98.399269138529	ausschließlich	ADJ	50	98.059145579182	Familie	NN	3274	9783.48487106273
Mittwoch	30	5.57	2.05	15	1.93	2.15	30	7.23	3.44	8	3	468337	werden	V	23464	9960.43852688919	Umfrage	NN	98	99.306563208231	Schnitzeltag	NN	15	99.2138734635964	Spieltag	NN	85	98.5905452429566	Klausur	NN	57	98.2253584511691	entwenden	V	42	98.0909232055963	bestellen	V	559	973.865005450863	Frankfurt	NE	572	973.763563712105	ausnahmsweise	ADV	60	97.9087348275892	mittags	ADV	53	97.7115881739084
Effekt	19	5.16	2.43	24	4.42	2.54	18	4.39	3.22	6	1	511063	gegenläufig	ADJ	222	991.49589075911	ausprobieren	V	133	99.8736828568869	Quantenmechanik	NN	32	99.7065553719908	hormonell	ADJ	45	99.6878609848736	Reihe	NN	273	99.644165727058	surrealistisch	ADJ	31	99.5405763710122	verkaufsfördernd	ADJ	27	99.3908878461727	bereinigt	ADJ	33	99.388401872873	homöopathisch	ADJ	59	99.369919266296	beinhalten	V	126	99.2835258016248
Zärtlichkeit	29	8.24	3.07	19	7.74	2.10	26	6.50	3.42	12	4	25354	Freundlichkeit	NN	23	99.6498307275955	Welle	NN	36	98.837243431366	Kraft	NN	60	98.3878225173386	kuscheln	V	22	97.1309984447169	Hilfsbereitschaft	NN	20	96.3766554345507	beschützen	V	23	95.6799241345433	Verzweiflung	NN	26	94.8664275348675	gegenüber	P	63	93.3030657446945	Zartheit	NN	15	93.1472164983758	Schmeicheln	NN	11	92.4805722427491
Tusche	34	5.03	1.73	22	2.45	3.00	20	8.35	1.98	6	3
Knabe	23	4.96	2.20	21	1.57	1.80	28	8.46	1.93	5	3	58965	erstgeboren	ADJ	17	99.3085337133543	Realschule	NN	31	99.138928428126	&quot;	P	545	988.551409523788	lockig	ADJ	140	986.172922787342	Frau	NN	162	98.9799115069494	Samuel	NE	29	97.7933032322213	selig	ADJ	28	96.3044627909404	Erziehungsanstalt	NN	16	96.072521859433	Sebastian	NE	41	95.9641444449566	Chor	NN	39	95.7493928704505
Park	19	7.63	2.14	26	2.58	2.61	21	8.52	1.60	4	3	360524	laden	V	539	995.288633141783	Nordosten	NN	46	99.8158034394675	ha	P	23	99.7407661295367	tummeln	V	47	99.7387366384265	Hauptcamp	NN	14	99.7360573398111	Badland	NE	21	99.5689021956975	überblicken	V	36	99.5601536905219	Trailer	NE	33	99.3031802358222	Stadtzentrum	NN	45	99.1471757606275	grenzend	ADJ	29	99.0330568503017
Beziehung	24	7.29	2.42	25	6.16	3.01	24	5.83	3.02	9	4	961132	aufnehmen	V	992	995.481580799342	abbrechen	V	454	992.383956855322	dysfunktional	ADJ	31	99.6028579865044	individuell	ADJ	526	99.5995561966645	konstitutiv	ADJ	45	99.5426675840331	Beschreibung	NN	227	99.1577409262882	Familienleben	NN	52	99.1112170952357	jährig	ADJ	398	982.873518938601	akzeptieren	V	187	98.6557980866375	geheimnisvoll	ADJ	99	98.6474096334675
Uhr	28	5.71	1.65	24	3.21	2.38	21	9.29	1.15	3	3	4412770	Messe	NN	911	999.646213464666	austragen	V	655	995.724105442985	Mering	NE	40	99.9862096215533	Dankgottesdienst	NN	34	99.760444318613	huhu	V	22	99.7117613918027	Mittelwelle	NN	44	99.6897909728911	Geistalhall	NN	16	99.6212782530373	Treff	NE	36	99.5019556250874	Carl-Orff-Gymnasium	NN	21	99.4949480060443	Schuljahresabschluss-Konzert	NN	15	99.3662233743806
Einlauf	19	1.89	2.87	20	4.15	3.03	15	5.87	2.33	7	2	11364	über	P	147	95.3344551358309	Filter	NN	24	92.2568244518639	also	ADV	40	9.73708295070078	1.	ADJ	13	9.37054412743246	Hilfe	NN	14	9.36030901525227	Patient	NN	10	9.24846307324074	legen	V	13	9.14737739049301	gemeinsam	ADJ	17	9.12686973442366	Abführen	NN	11	88.5800943277512	kriegen	V	29	85.6289547056817
Auswertung	26	5.31	1.85	25	3.20	2.78	21	4.48	3.44	10	1	216490	Versuchsdatum	NN	15	99.9933108073612	harren	V	31	99.9859765478325	notwendig	ADJ	174	99.7536444527646	Konsumentenbefragung	NN	15	99.5968119513389	Nachlass	NN	43	99.5808164747647	Erkennung	NN	37	99.148145028714	monatlich	ADJ	372	989.61739086059	Arbeitszeit	NN	60	98.9941321074501	Trainingsdatum	NN	18	98.9002359033664	länderspezifisch	ADJ	26	98.85049036466
Termin	29	4.34	2.50	22	4.50	2.96	27	5.07	2.81	6	1	784459	zusätzlich	ADJ	1246	997.385894206574	Museumsplatz	NE	16	99.541791834601	Blutentnahme	NN	37	99.3662044845915	vor	P	10472	9838.31095239588	Verschiebung	NN	332	982.766565701761	vermischt	NN	22	98.7812238682131	während	P	565	98.6630080229422	schieben	V	148	98.5912686803279	Verschiedene	NN	34	98.4987099930918	final	ADJ	73	98.3724978469392
Abruf	28	4.07	1.78	20	3.00	2.75	23	4.39	3.13	5	1	25966	Spielfilm	NN	25	99.7333953751422	via	P	37	99.4793009693821	durch	P	740	981.408704419259	bereitstehen	V	136	973.137208023546	Datei	NN	257	957.668995671782	protokollieren	V	20	94.2358133537954	Regelenergie	NN	14	93.5175924980412	sofortig	ADJ	31	93.0978784694543	Einzelseite	NN	14	92.4258605802195	bereitstehend	ADJ	16	91.2380754682923
Erniedrigung	31	1.45	2.51	29	5.66	3.50	29	4.76	3.04	12	2	12070	täglich	ADJ	44	99.8789063779541	bedeuten	V	43	99.0678148865973	körperlich	ADJ	35	97.7949640713592	Vernichtung	NN	22	97.0636871746148	Gewalt	NN	218	966.626107048658	Schmelzpunkt	NN	14	95.5653660311855	gegen	P	92	94.8812017532395	Ungerechtigkeit	NN	20	94.2709835715362	Verletzung	NN	31	93.1459011449654	Erhöhung	NN	170	927.544159864758
Praxis	21	5.38	1.96	23	3.87	2.62	13	5.23	3.81	6	1	857320	politisch	ADJ	5057	9992.3809491627	erproben	V	2143	9947.89404410256	vertiefen	V	392	990.363277300664	Kanton	NN	116	99.9115144672336	gesetzeswidrig	ADJ	32	99.8452869878254	strafrechtlich	ADJ	80	99.8155070004295	Strafzumessung	NN	30	99.8124729717183	einrichten	V	207	99.7320122033242	kolonial	ADJ	50	99.7015656532276	Kieferorthopädie	NN	28	99.5001898920756
Bronze	26	5.81	1.96	21	1.67	1.68	26	6.96	2.52	6	3	64737	Award	NE	215	992.722390986026	Zertifikat	NN	37	99.3172541687198	Lage	V	32	99.2863708335915	Tauchsportabzeichen	NN	11	99.0186459643437	Denkmal	NN	38	98.6116445630099	DLRG	NE	23	97.8945807795619	siebenmal	ADV	20	97.6000705532024	Wasserwacht-Medaille	NN	10	97.4856766758372	Mehrkampf	NN	18	97.4408395850641	verpassen	V	45	95.1382970900223
Investment	32	4.81	2.13	25	4.12	2.79	26	4.35	2.68	10	1	32615	ertragreich	ADJ	20	98.808822831566	Investor	NN	37	97.5595680880207	sicherheitsorientiert	ADJ	15	96.722118388336	werthaltig	ADJ	17	96.3582181102794	investieren	V	42	95.6080878367644	wertstabil	ADJ	14	95.0551175915633	umschichten	V	17	94.8628528888481	Asset	NE	20	94.1053229275012	Privatanleger	NN	19	93.4531236772422	Geschäftsbereich	NN	24	93.253051976185
Kirsche	17	7.29	1.79	22	2.18	2.11	25	9.12	2.62	7	3	32874	Mirabelle	NN	115	995.707390813045	Gurke	NN	24	98.8374662412643	an	P	483	98.4033017162526	entsteint	ADJ	97	972.556338845389	Kirschbaum	NN	18	97.922972562611	fressen	V	36	97.0666081449603	Fruchtaroma	NN	15	96.9584025518886	Sommer	NN	51	96.5659977074719	servieren	V	30	95.8962950417805	Tabak	NN	23	95.0939880359699
Trugschluss	23	3.52	2.39	22	3.41	2.89	24	3.96	2.85	11	1	10538	liegen	V	65	92.6622080344316	weit	ADJ	76	91.8081487229564	erliegen	V	125	906.323259070517	bestehen	V	14	9.84891987622012	somit	ADV	11	9.71090206765369	aufgrund	P	10	9.4621537715124	zumindest	ADV	10	9.10377682821434	fatal	ADJ	137	891.558678725865	herausstellen	V	133	815.597957427564	jedoch	ADV	264	810.888336796303
Manipulation	25	2.68	2.46	25	6.44	2.68	21	3.95	3.11	12	2	73752	erkennbar	ADJ	53	99.1194627001374	Vorwurf	NN	264	988.840831308137	Täuschung	NN	194	985.875056145139	Medium	NN	383	981.326703197512	Wirklichkeit	NN	58	98.7773216683428	feien	ADJ	22	98.6712326588272	Repression	NN	29	98.5376663422352	Spiel|Spielen	NN	57	98.0779859808783	Devisenkurs	NN	15	97.400375496864	hin	ADV	115	96.1629791197008
Wirklichkeit	26	6.42	1.94	28	5.29	2.54	27	3.85	3.91	12	4	412945	niedersenkend	ADJ	12	99.600613666302	widersprechen	V	79	99.4277465434038	verzerrend	ADJ	24	99.3497116703216	abstrahieren	V	29	98.9333529436401	Manipulation	NN	58	98.7773216683428	Fotografie	NN	80	98.3334965034765	Abenteuer	NN	101	98.0353854099645	Bezug	NN	606	972.281024372707	auseinanderhalten	V	29	97.9279619874668	weichen	V	73	97.7473058680227
Kapazität	31	6.16	1.92	18	3.39	2.35	22	5.23	3.26	9	1	150950	Ladung	NN	44	99.0863626295177	Gigabyte	NN	196	988.478647419883	Diskette	NN	33	98.8953955115742	Schwingkreis	NN	20	98.7926810834702	Studienplatz	NN	33	98.4673487106272	Fabrik	NN	46	98.2282923106635	besitzen	V	439	975.625534522264	ersetzen	V	86	96.3279622431935	Bandbreite	NN	47	95.9348352717962	vorgesehen	ADJ	55	95.7336459543663
Farbe	31	7.13	2.16	35	2.97	2.90	18	7.39	2.45	5	3	1295873	grün	NE	274	997.306948985751	Umgang	NN	909	996.767475083004	abgestimmt	ADJ	418	996.594938334083	Zusammenspiel	NN	447	994.486473877231	Transparenz	NN	489	994.351366368346	antrocknen	V	28	99.559301982056	zukleistern	V	30	99.5141558835134	schwarz-grau	ADJ	24	99.4693161077149	farbig	ADJ	148	99.4142510275622	Bezugsstoff	NN	26	99.2746103153516
Fleisch	21	4.62	2.42	26	4.15	3.09	17	9.18	1.55	7	3	401582	nähren	V	44	99.8485771276287	Tabak	NN	44	99.6612047532099	träufeln	V	26	99.5090629011571	Schalentier	NN	23	99.1906811898954	essen	ADV	223	988.856306892231	gießen	V	295	988.737470812926	Alkohol	NN	415	983.59110629784	dunkel	ADJ	568	982.150182944517	mager	NN	17	98.9614064826908	Logo	NN	74	98.7557535139514
Pupille	20	4.70	1.59	18	3.06	2.60	21	9.05	1.66	7	3	14891	elliptisch	ADJ	17	99.446080528657	erweitern	ADJ	17	98.3515359767475	riesengroß	ADJ	20	97.3874365600139	mittelweit	ADJ	10	95.7273803696257	Katze	NN	36	95.2112373893242	haben	V	484	92.1270320787051	Augeninnere	NN	11	91.2187660458647	Iris	NN	106	907.588334183449	teilweise	ADV	13	9.97094778709825	Lage	NN	12	9.49210318074379
Foto	25	6.84	2.46	24	4.08	2.32	23	9.43	1.12	4	3	1615108	Geissbauer	ADJ	18	99.7201936322426	wegen	P	1655	99.5505490411795	abliefern	V	106	99.5426627180066	koloriert	ADJ	33	99.3953294705269	bearbeitend	ADJ	43	99.2777223598062	Joachim	NE	172	99.1659813169423	Erlaubnis	NN	123	99.1201963743653	Mathias	NE	86	99.0517757997735	laden	ADJ	50	99.0183907924928	Sony	NE	184	99.0096202814037
Patriotismus	31	3.87	2.51	18	6.89	3.18	20	4.10	3.13	12	2	15852	Patriotismus	NN	18	98.6885321301552	gesund	ADJ	246	976.139558346479	sozialistisch	ADJ	27	97.5624502354568	sozial	ADJ	57	97.0554792478286	überschwenglich	ADJ	18	96.1934070871243	Ausdruck	NN	37	95.7277866439571	zeigen	V	78	93.9510458109537	Heldenmut	NN	13	93.4599226946265	Deutsche	NN	36	93.3080384497938	nötig	ADJ	11	9.93553902179169
