Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	Avrg_Cosine
Atmosphäre	23	6.91	2.07	28	4.68	2.58	20	5.40	2.76	10	4	449510	0.08867512144618535
Frustration	29	2.41	2.67	17	6.76	2.17	25	5.36	3.66	11	2	25944	0.11145298739588083
Pilz	21	4.67	2.58	26	2.38	1.79	26	7.96	3.22	4	3	136676	0.06720196348231147
Bude	24	5.00	2.19	29	2.24	2.21	17	6.29	2.34	4	1	49253	0.05302453278378401
Meldung	26	5.19	1.72	32	3.56	2.75	19	4.84	3.76	7	1	377363	0.09264065996251288
Glied	24	5.00	1.93	18	4.56	2.77	15	7.20	2.40	5	3	79090	0.0773451271065342
Gebot	21	4.48	1.75	26	3.62	2.56	20	5.55	3.15	5	1	158425	0.09143547124079196
Knospe	30	6.97	2.41	26	4.27	2.69	24	8.83	1.43	6	3	21869	0.07663637988836036
Zumutung	24	2.75	2.44	27	5.56	3.13	24	4.29	2.90	8	2	27372	0.08218169528098603
Einzelfall	21	3.48	1.47	24	2.83	2.71	20	5.10	3.45	10	1	226985	0.04410420319475406
Aufenthalt	30	6.07	1.68	23	3.91	2.94	25	4.76	3.39	10	1	301220	0.1239730619827416
Stolz	27	6.04	2.33	21	4.76	2.32	21	4.90	2.28	5	4	95649	0.06297404376541435
Optik	24	6.29	1.88	22	3.05	2.34	21	4.33	2.94	5	1	161316	0.07618448851137911
Zuschauer	22	5.64	2.04	22	3.41	3.07	18	8.06	2.39	9	3	674496	0.07703271678732394
Schneider	34	5.68	2.31	23	1.39	1.62	16	7.69	3.24	9	3	11803	0.07688044148490078
Künstler	19	6.95	2.32	26	4.96	2.54	28	6.68	2.96	8	4	690491	0.11031736766667427
Prinzip	30	5.60	1.50	14	3.07	2.46	25	3.24	3.31	7	1	675290	0.07064340154499507
Kombination	23	5.78	1.31	29	3.00	2.24	28	3.54	2.71	11	1	492323	0.03298444305505931
Angel	31	5.52	1.52	24	1.58	1.86	18	9.39	0.98	5	3	48509	0.16006592154855392
Zwiebel	37	4.78	2.36	16	1.63	1.54	20	9.60	0.75	7	3	103136	0.038627919038595145
Kanzler	26	4.38	1.58	24	2.67	2.48	19	6.95	2.34	7	3	61857	0.09130926322918304
Bund	24	5.46	2.04	18	2.61	2.28	17	5.82	3.34	4	1	528840	0.09370406646085667
Vermerk	30	4.87	1.38	25	2.36	2.46	25	5.44	2.65	7	1	29462	0.08983583140906981
Interpretation	27	5.22	2.01	20	3.50	3.41	19	3.84	2.69	14	1	206225	0.1409317161326817
Fahne	22	4.59	2.15	19	2.74	2.40	20	8.50	2.37	5	3	134816	0.08603011240522625
Ebene	24	5.79	1.79	17	1.18	1.29	19	6.74	2.90	5	3	689524	0.09048938210892978
Krankenwagen	34	3.44	2.88	19	7.79	1.47	27	9.00	2.20	12	2	17441	0.06292177442305896
Resultat	41	5.88	2.10	26	4.12	2.64	24	6.29	3.07	8	4	223445	0.06832895763601186
Jubel	29	7.79	1.76	19	6.21	3.03	29	6.72	2.53	5	4	47560	0.10575958115630868
Versuch	20	5.75	2.53	36	4.11	2.90	24	4.83	2.60	7	1	767849	0.01309970745566964
Sex	26	7.46	2.76	13	6.77	2.65	21	8.48	1.81	3	4	247158	0.09588130270025841
Monolog	25	3.36	1.70	34	2.47	2.75	27	5.81	3.43	7	1	21569	0.029190825358212796
Notlage	29	2.34	2.22	32	6.84	2.13	26	5.58	2.48	7	2	25716	0.1543622464387466
Problem	22	3.23	3.05	20	5.90	2.40	16	4.13	2.73	7	2	5369302	0.034389518237754324
Krankenhaus	30	2.77	2.18	20	4.95	2.42	21	9.76	0.70	11	2	497851	0.10096304871108577
Gepäck	28	4.96	1.50	24	3.25	2.56	15	8.93	1.10	6	3	139731	0.1272280316677633
Kirchgänger	15	5.87	2.45	22	2.32	2.51	23	7.22	2.75	11	3	3494	0.06421779072097583
Schokolade	25	6.92	3.53	22	5.00	2.74	27	8.93	2.59	10	4	118682	0.059053413889244226
Pfahl	26	4.12	1.40	26	2.15	2.38	20	9.00	1.41	5	3	15733	0.07811369568200563
Drama	31	4.19	2.20	27	6.00	2.92	23	6.30	2.38	5	2	116859	0.07094728918421206
Unabhängigkeit	39	7.38	2.35	28	5.75	3.35	26	4.73	2.82	14	4	129686	0.07752276922527943
Flasche	16	5.31	1.40	21	1.71	2.33	24	9.50	1.02	7	3	295591	0.12035862321604396
Umarmung	36	8.19	2.16	18	6.72	2.24	25	7.96	2.89	8	4	26359	0.034661210604555445
Unterdrückung	32	1.66	2.66	33	6.73	2.73	25	5.04	2.84	13	2	73076	0.06508399897228617
Löffel	22	6.05	1.73	24	0.67	1.86	29	9.24	2.57	6	3	42205	0.07364218787402428
Konkurs	33	2.33	2.58	24	5.71	2.91	19	6.05	3.54	7	2	25487	0.08170200310455648
Biographie	35	5.66	2.27	23	2.57	2.43	20	6.55	2.86	10	3	76468	0.1695234020127805
Gefängnis	28	1.61	1.83	25	5.48	3.08	12	7.83	2.48	9	2	191003	0.05441845998919183
Gratulation	27	8.30	1.84	32	4.34	2.79	21	5.57	2.66	11	4	37629	0.08891034919595137
Kuh	25	6.16	1.34	29	1.97	1.84	14	8.93	2.53	3	3	151543	0.06931175769567006
Kampagne	23	5.04	1.15	26	4.69	2.87	28	5.75	2.70	8	1	276442	0.11897572512654543
Sonde	26	3.35	2.26	16	2.38	2.31	20	6.45	2.87	5	1	41400	0.10250126740774208
Route	33	5.91	1.55	18	3.00	2.87	19	6.47	3.13	5	1	192849	0.040469438565139265
Umstand	18	5.72	1.49	17	2.00	1.77	16	4.00	2.90	7	1	658697	0.025434988703604167
Hinsicht	19	4.47	2.39	28	2.43	2.06	17	1.35	1.66	8	1	320054	0.07810402041581026
Liberalismus	23	5.83	2.69	23	3.91	2.78	20	3.10	3.26	12	1	21662	0.11092447239008373
Nachfolger	28	4.43	1.64	13	2.38	2.29	24	5.96	2.71	10	1	264154	0.08795380725297164
Fell	20	5.85	2.50	24	4.00	2.84	19	8.89	1.66	4	3	130809	0.12296986082123589
Wurf	18	4.94	1.51	16	2.50	2.28	22	6.36	2.66	4	1	117074	0.04857043207673155
Einkauf	26	5.88	1.70	16	3.75	2.84	14	6.43	2.62	7	1	159053	0.11326326161179229
Planung	25	6.48	1.78	28	3.89	2.45	20	4.05	3.07	7	1	560440	0.11622464571076421
Stil	24	7.08	1.89	16	3.75	2.35	23	3.74	2.54	4	1	471958	0.08969980968020541
Zuversicht	24	7.33	3.23	21	3.76	3.00	26	4.19	2.98	10	4	52465	0.05256840113756968
Formel	27	5.52	2.64	23	2.78	3.18	24	5.83	2.70	6	1	211430	0.07303095930146396
Beobachtung	30	6.23	1.92	27	4.19	2.87	19	5.42	2.87	11	4	254187	0.11782943741359675
Luft	28	7.86	1.94	22	2.91	2.96	23	7.04	3.18	4	3	946798	0.15572025645387771
Partnerschaft	39	7.41	2.51	18	6.83	2.55	26	5.96	2.92	13	4	212821	0.0928381093250106
Schiebung	20	2.35	1.46	28	4.25	3.27	16	3.25	3.15	9	2	1483	0.054287742835501404
Scham	23	2.78	1.88	26	6.04	2.76	24	5.08	3.08	5	2	37526	0.10954548939164889
Glut	28	5.79	2.38	22	5.64	3.06	19	8.21	2.32	4	4	28501	0.09125366711081787
Vereinbarung	15	5.87	1.64	28	3.57	2.75	23	4.26	2.72	12	1	246071	0.09094803085057475
Streichholz	22	5.73	2.07	20	2.05	2.58	23	9.13	2.38	11	3	13766	0.05598623483763864
Perücke	23	4.13	2.40	20	2.15	2.62	27	8.70	1.92	7	3	17082	0.08661814722529579
Fensterbank	19	6.16	2.54	16	2.31	2.36	24	9.67	1.63	11	3	18135	0.092304895435573
Klavier	23	6.78	2.41	23	3.61	2.90	19	9.95	0.23	7	3	113651	0.07206370951752838
Kenntnis	25	7.00	1.87	22	3.05	2.59	25	4.68	3.17	8	1	558049	0.065138320798165
Laune	29	6.17	2.79	26	5.31	2.81	23	5.04	3.18	5	4	191701	0.03232435517825834
Schätzung	18	5.44	2.01	19	2.58	2.43	18	3.44	2.89	9	1	98981	0.059676460920059744
Nuss	24	5.92	1.79	25	1.88	2.19	17	8.88	1.50	4	3	59765	0.09928394690123632
Erwägung	25	5.32	1.91	25	2.72	1.79	22	4.59	3.72	8	1	78960	0.07700355051847252
Kupplung	28	4.71	1.84	18	3.11	3.20	17	7.29	1.83	8	3	68549	0.07091045743572993
Verbindlichkeit	20	5.55	2.44	26	3.96	2.57	12	5.08	3.00	15	1	53591	0.08847353407033816
Bedeutung	21	6.00	1.97	26	3.73	2.22	16	3.13	2.87	9	1	1326514	0.12695086781579748
Plan	28	6.21	1.29	19	4.32	2.40	17	5.47	2.58	4	4	785981	0.17529421071590437
Flöte	39	6.08	2.19	21	2.52	2.42	26	8.69	2.81	5	3	37078	0.07428203533555784
Totschlag	21	1.62	2.92	12	6.08	3.23	28	8.00	2.31	9	2	19968	0.036765540841433665
Stamm	20	6.30	1.98	26	1.62	2.33	22	7.59	2.99	5	3	174698	0.08196079949908479
Zahn	34	4.53	1.89	26	3.88	3.50	29	9.07	2.12	4	3	357780	0.055666903737194746
Gondel	20	5.60	2.44	24	2.50	2.47	18	8.39	1.79	6	3	16027	0.09681394266399326
Zipfel	28	5.61	2.06	21	2.14	2.61	26	7.12	2.66	6	3	14009	0.06229273616159194
Fan	23	5.39	2.31	21	4.33	2.96	29	7.41	2.08	3	3	989245	0.10692481744510524
Hantel	20	4.75	2.55	21	2.57	2.25	26	9.08	1.98	6	3	8571	0.0783606608747171
Initiative	34	7.35	2.16	24	5.21	2.72	26	6.04	3.10	10	4	507487	0.1316914082573025
Einführung	21	5.67	2.18	29	2.90	2.35	21	3.52	2.46	10	1	573821	0.13244231047430374
Atmung	29	7.21	1.68	24	4.00	2.83	30	7.07	2.74	6	4	47533	0.07591752711975107
Gipfel	21	6.43	2.42	19	4.74	3.46	17	8.06	3.01	6	4	167223	0.1007270197592068
Fund	28	6.57	2.06	18	4.83	2.79	18	4.28	3.08	4	4	99016	0.1070644370483889
Zuordnung	37	5.35	1.96	24	1.96	2.51	22	5.77	3.09	9	1	79129	0.15979531249790024
Profession	26	5.85	1.97	30	4.17	2.79	15	5.40	2.87	10	1	18881	0.10427985179394968
Automat	18	5.00	3.07	30	1.63	2.09	20	7.75	2.55	7	3	67740	0.08024719911398913
Nutzen	21	6.10	2.28	21	2.67	2.96	26	2.65	2.45	6	1	264456	0.09545209988718234
Bart	31	4.97	2.61	16	2.38	1.78	24	8.38	2.63	4	3	53605	0.08438431623767194
Anschaffung	23	6.04	2.57	22	3.00	2.43	34	4.68	2.76	11	1	117227	0.11100620987744327
Ampel	25	4.48	2.08	22	2.91	2.79	20	8.70	2.83	5	3	77617	0.1252223945727437
Schwan	32	6.97	1.89	26	2.88	2.55	21	9.38	1.99	6	3	15723	0.030735881605394373
Diskussion	21	5.71	1.90	29	6.45	2.49	20	6.55	2.63	10	4	1166129	0.13489344257495614
Potential	16	6.81	2.40	27	5.04	2.74	28	3.75	3.09	9	4	200764	0.09678458633140266
Geliebte	32	6.09	3.46	21	7.43	2.23	28	8.18	1.91	8	4	76153	0.17444658011496453
Wade	35	4.97	2.16	26	2.04	2.20	25	9.56	1.64	4	3	29387	0.05646031559294427
Pol	21	5.14	2.50	30	3.13	2.80	26	6.88	2.52	3	3	4617	0.08327102072781617
Feld	28	5.57	2.04	30	1.47	1.46	17	7.53	2.72	4	3	805553	0.0673321297972364
Glocke	26	5.65	2.31	30	3.57	2.42	20	8.85	1.76	6	3	86560	0.07277477849950816
Fütterung	26	6.42	1.50	21	3.05	2.44	20	7.70	2.13	9	3	45508	0.06604977244486658
Investment	32	4.81	2.13	25	4.12	2.79	26	4.35	2.68	10	1	32615	0.10888766464581302
System	37	5.30	2.15	28	3.00	2.82	23	4.65	2.95	6	1	1865562	0.07496789022458099
Garten	24	7.25	2.33	30	5.03	2.91	22	8.45	2.02	6	4	735937	0.06586535807932836
Intuition	21	7.19	2.16	19	4.42	2.36	25	3.16	3.34	9	4	37602	0.12362634831643252
Tasche	27	6.07	2.67	24	1.83	1.61	22	8.50	1.85	6	3	344957	0.05637128399957254
Kanone	25	3.84	2.81	19	4.74	2.05	24	9.83	0.48	6	3	52473	0.08594846068591971
Neuerung	28	5.89	2.38	26	4.85	2.57	16	2.69	2.63	8	1	140279	0.0814180040812424
Frage	23	5.78	2.19	28	3.32	2.13	29	6.59	3.19	5	3	6197291	0.11349827645305116
Baum	24	7.71	2.20	23	1.65	2.17	14	8.79	2.99	4	3	653424	0.08611252574434775
Geschenk	21	8.43	1.89	16	6.19	2.93	29	8.10	2.38	8	4	397346	0.09106547413963578
Perspektive	24	5.96	1.88	29	4.86	2.91	29	4.59	3.08	11	4	467960	0.11964531894003481
Wertung	26	5.19	1.44	27	3.19	2.54	31	4.35	2.83	7	1	126961	0.07252476040023174
Instrument	21	7.19	1.50	21	4.14	3.41	24	8.17	1.76	10	3	490222	0.1342793109759453
Vorfall	30	3.67	1.99	22	4.95	2.92	25	4.28	3.01	7	2	134576	0.052274911484971216
Vergünstigung	25	6.76	1.76	22	3.86	2.64	25	4.48	2.76	13	4	26061	0.09488935690512715
Zeh	35	4.83	1.95	25	1.64	1.96	22	9.18	2.13	3	3	12804	0.0608272673544627
Informatik	23	4.52	2.29	27	1.70	2.09	11	5.18	3.31	10	1	108563	0.054767879777088614
Ehe	27	7.70	1.92	22	4.77	2.60	35	6.60	2.97	3	4	280467	0.07344126727144264
Geduld	21	7.14	2.29	35	3.26	2.80	16	4.69	3.30	6	1	218225	0.13868247771722722
Prise	28	6.39	1.55	23	2.48	2.39	27	6.63	2.80	5	3	31450	0.049989426613397676
Tuch	20	5.45	1.85	22	2.45	3.16	25	8.48	2.57	4	3	113856	0.11650394831868523
Onkel	16	6.25	1.81	25	1.52	2.12	21	8.24	1.76	5	3	134519	0.04303822861858083
Fähigkeit	31	7.58	1.82	26	4.46	2.92	20	3.80	2.17	9	4	693206	0.07178342156588458
Engstirnigkeit	24	1.92	2.19	21	3.71	3.23	28	4.68	2.65	14	2	3464	0.0709526817349101
Unwissenheit	19	3.05	2.34	23	4.22	2.89	18	3.78	2.53	12	2	42084	0.09975676556136014
Wert	30	6.93	1.82	18	4.94	2.98	24	3.96	3.03	4	4	1530655	0.03311909084967247
Veto	20	4.95	2.04	21	4.67	2.65	15	4.07	3.84	4	1	14401	0.045974952630391544
Subversion	18	4.89	2.49	24	4.67	3.20	22	3.59	2.79	10	1	5267	0.09165853146486874
Hamster	31	5.23	2.33	27	2.07	2.40	26	9.46	1.84	7	3	24836	0.07100076453728706
Tank	25	4.20	1.87	20	0.95	1.64	20	8.75	1.71	4	3	122216	0.08132714969375016
Spirale	32	4.97	1.93	22	2.59	2.77	21	6.71	2.94	7	3	32086	0.05181311200345976
Gramm	20	5.05	2.01	26	2.35	2.61	25	5.00	3.46	5	1	156420	0.1196950023378249
Ankündigung	20	4.75	1.80	31	5.29	3.07	19	5.21	2.74	11	2	133924	0.12942325243717182
Volumen	24	5.17	2.30	17	3.00	2.37	18	4.28	2.93	7	1	123208	0.07428705960853706
Autobahn	24	5.33	2.71	26	4.73	2.88	18	9.11	1.32	8	3	248831	0.11819766473343578
Motto	17	5.65	2.00	34	2.59	2.46	29	4.93	3.20	5	1	505903	0.09587609052556471
Zirkus	31	6.10	2.07	16	4.19	2.81	24	9.13	2.13	6	3	44813	0.06811357865990926
Lebendigkeit	26	8.50	1.63	28	6.43	2.46	25	5.12	1.94	12	4	25923	0.14803048399474364
Klammer	23	4.78	1.81	23	1.17	1.75	21	8.29	1.79	7	3	21919	0.05882682804836009
Freizeit	32	8.78	1.62	29	4.97	1.95	18	6.67	2.81	8	4	253668	0.10015093014605014
Schärfung	22	4.41	1.82	8	6.13	2.03	11	4.73	2.76	9	2	4246	0.04612038949803985
Steinzeit	22	5.18	1.37	26	3.08	2.78	21	6.33	3.68	9	1	24071	0.13105726537700696
Familie	27	8.15	1.85	31	5.42	3.29	19	8.32	2.00	7	4	2425636	0.13382814543991917
Wand	26	4.73	1.59	28	1.54	2.17	23	9.52	0.90	4	3	606483	0.054177701211349044
Wohlwollen	30	8.13	1.33	27	4.33	2.47	37	4.16	2.81	10	4	19663	0.1096239867020968
Reform	22	5.27	2.03	31	4.94	2.48	15	4.47	2.36	6	1	245065	0.12292863558007275
Kritiker	27	4.52	1.83	19	4.58	3.19	18	5.94	2.78	8	1	173909	0.10342111029231635
Glatze	28	3.00	2.02	22	2.55	2.52	34	9.44	0.99	6	3	16997	0.06930438584126772
Neuzeit	29	6.00	1.56	26	3.62	2.82	20	3.55	2.98	7	1	62617	0.09545621521818223
Reiter	25	5.72	1.84	21	2.95	2.64	20	8.85	1.90	6	3	148204	0.0670947650560371
Paar	25	8.08	1.55	22	5.36	2.80	16	8.31	1.99	4	4	204249	0.07780063476756935
Hure	26	1.96	1.82	16	7.69	2.63	20	7.70	2.72	4	2	18819	0.121010525200774
Quark	23	5.91	1.35	30	1.47	1.78	23	8.48	2.66	5	3	49000	0.08791555062075035
Vieh	33	4.30	2.39	30	2.57	2.46	23	8.65	1.34	4	3	44003	0.0789644904493784
Stiftung	24	6.17	2.22	21	1.43	1.63	21	5.00	3.32	8	1	425491	0.12238920114838886
Busen	19	6.74	1.97	18	4.28	3.18	19	9.05	1.35	5	3	23703	0.10304760454340867
Zitat	23	6.48	2.19	20	2.60	2.64	15	6.47	3.64	5	3	838230	0.024618644975601685
Zeitalter	35	6.11	1.76	24	3.46	2.60	23	4.83	3.68	9	1	138192	0.05606848787953969
Abschluss	22	6.86	2.34	19	4.58	3.01	22	5.05	3.30	9	4	703827	0.1106445616891444
Weihnachten	29	7.66	2.13	22	5.91	2.71	26	6.81	3.54	11	4	362494	0.05203518145762511
Korrespondenz	28	5.93	2.00	19	3.53	3.20	25	4.92	3.23	13	1	31754	0.11127150915103437
Skelett	23	4.91	2.25	19	3.42	2.76	29	9.59	0.82	7	3	40888	0.1065764729068484
Verbrüderung	23	5.74	1.79	25	5.52	2.71	26	5.12	3.13	12	4	2456	0.037401988273659065
Transfer	13	4.92	1.71	27	2.52	2.67	24	5.00	2.69	8	1	128749	0.042228360161917514
Verschuldung	35	1.60	2.33	24	4.83	3.40	19	5.58	3.01	12	2	34108	0.08608578237680138
Publikum	26	5.54	2.12	27	5.07	2.70	24	6.92	3.01	8	4	696566	0.07847737624025218
Erstattung	24	6.42	1.95	20	3.10	2.36	26	4.31	2.88	10	1	45362	0.09072069992420019
Postkarte	26	6.77	2.07	17	3.12	2.91	26	9.00	2.21	9	3	55023	0.06980257959718462
Computer	31	6.48	2.63	35	3.60	2.60	16	8.00	2.99	8	3	630322	0.08372693686159254
Stationierung	30	3.43	2.22	25	3.04	2.46	21	4.86	3.32	13	1	8431	0.036400100631642916
Reservation	21	4.00	1.92	15	3.07	2.89	20	3.75	2.36	11	1	4841	0.07557810890666106
Schornsteinfeger	29	6.07	2.09	23	2.57	2.57	24	9.25	2.13	16	3	13055	0.07149789384249783
Kerze	28	6.86	2.14	12	3.17	2.72	21	9.43	1.66	5	3	133956	0.09166070642075247
Dach	26	5.54	2.14	21	2.00	1.67	27	9.00	2.08	4	3	423162	0.12739986678793516
Verlust	23	1.04	1.87	27	7.52	2.34	18	4.50	2.85	7	2	500636	0.06779385531389767
Begabung	19	7.42	1.89	33	4.76	2.66	29	4.76	3.07	8	4	53770	0.09213475843213274
Magnet	28	5.43	1.37	23	2.61	2.73	10	8.20	3.12	6	3	39302	0.11225553466306078
Bohrer	18	3.78	2.07	23	4.48	3.25	20	8.00	3.32	6	2	17698	0.06480393562385366
Meer	25	9.04	1.27	16	6.88	2.39	26	8.85	2.07	4	4	581696	0.08257117347886983
Absprache	20	5.40	2.06	26	3.42	2.72	14	5.36	3.15	9	1	132161	0.07573018284509744
Sinn	36	7.36	1.57	19	5.16	3.18	11	3.55	3.21	4	4	2130708	0.06847960453850713
Nationalist	24	2.04	1.55	27	7.33	1.90	27	5.56	2.95	11	2	18612	0.048878476615080046
Menschlichkeit	25	8.76	1.76	24	5.67	2.46	15	2.73	1.98	14	4	55411	0.14645524528916673
Wunsch	25	8.36	1.08	29	5.97	2.73	18	6.06	2.92	6	4	1137156	0.06130907759759654
Bügeleisen	25	5.40	2.02	23	2.17	2.23	29	9.48	1.98	10	3	10652	0.07375049010579601
Arrest	32	1.44	0.98	18	6.06	3.15	23	6.22	2.86	6	2	6313	0.1520065910910802
Aufteilung	22	5.55	2.24	21	2.57	2.23	17	4.35	3.00	10	1	64984	0.1640277033636843
Gardine	26	4.96	2.13	25	1.00	1.29	18	8.61	3.18	7	3	17744	0.06278433206609355
Pflaster	31	4.81	2.29	21	2.38	2.06	24	7.54	3.64	8	3	40728	0.07021722499202152
Räumung	39	3.44	2.37	23	4.30	2.79	32	5.84	2.96	7	2	25296	0.07635699735811768
Stätte	21	4.71	1.74	24	2.17	2.44	17	5.35	2.52	6	1	57105	0.05607931677365434
Darm	22	3.45	2.20	26	2.31	2.29	25	8.76	1.64	4	3	83838	0.04707763264548081
Gelassenheit	26	7.69	2.19	31	1.74	1.73	27	5.78	2.75	12	1	49693	0.10945910379074535
Agent	29	5.31	1.91	21	4.19	2.73	20	7.10	1.83	5	3	81462	0.1153462444871077
Urlauber	26	6.58	2.27	24	2.96	3.07	23	8.70	1.64	8	3	91929	0.09232507227605169
Markt	26	6.08	2.08	20	3.50	2.16	18	7.94	1.86	5	3	1406412	0.06986212114491347
Gnade	24	6.00	2.40	32	4.00	2.50	24	5.17	2.66	5	1	137599	0.031660877531146686
Ordnung	17	7.29	1.93	17	3.47	2.53	25	5.04	3.09	7	4	710130	0.07082649692618352
Gewinnung	20	6.10	1.86	31	3.52	2.73	18	4.22	2.88	9	1	46989	0.12443249351564468
Lässigkeit	31	6.00	2.29	21	2.76	2.07	31	4.90	2.69	10	1	4709	0.08724054681945509
Bedarf	25	4.52	1.78	27	2.81	2.73	23	3.35	3.35	6	1	493078	0.09971009031022192
Ion	24	4.79	1.64	30	2.60	2.79	25	5.44	3.38	3	1	26995	0.08789990333359093
Spaten	21	4.52	1.99	34	1.68	2.06	22	9.05	1.96	6	3	12863	0.07452455424750273
Kakao	33	7.52	2.66	24	2.96	2.96	24	9.33	0.96	5	3	15081	0.11315530675028444
Pflanze	38	6.71	2.49	20	3.70	3.03	17	8.18	2.10	7	3	179107	0.08314230856745432
Ast	25	5.96	1.95	22	1.14	1.67	26	8.42	3.06	3	3	105752	0.06287189112812143
Zone	15	4.60	1.72	20	2.75	2.67	27	5.26	2.85	4	1	165953	0.01611922566541132
Spaltung	26	3.54	1.90	25	5.88	2.65	17	4.88	2.60	8	2	50382	0.07221968538762369
Verpackung	18	5.44	2.20	24	2.63	3.23	26	7.58	3.34	10	3	146261	0.09125874382447373
Verbrennung	30	2.30	2.38	22	6.32	3.12	19	6.58	3.42	11	2	62827	0.08622478316220715
Abfluss	27	3.59	1.89	26	2.00	2.77	19	7.16	3.27	7	3	22272	0.24582939844445176
Zorn	26	2.77	2.47	25	7.64	2.16	23	6.13	2.99	4	2	89354	0.0508204688449106
Kausalität	31	5.52	2.19	18	2.44	2.48	20	4.25	3.14	10	1	17086	0.13938819485311815
Begründung	25	5.24	2.01	18	3.17	2.15	21	4.86	3.48	10	1	352218	0.10474790640912182
Jagd	22	2.82	2.24	24	4.67	3.07	19	8.21	1.72	4	2	155352	0.09666664531091124
Gerüst	28	5.46	1.73	24	1.71	1.85	13	9.08	0.95	6	3	36788	0.11457586911290381
Streik	28	3.61	2.13	14	5.57	2.62	23	7.22	2.47	6	2	89927	0.08672849515218481
Katalog	24	5.46	2.34	25	1.84	2.67	24	7.63	2.06	7	3	184375	0.07163985549742435
Substitution	36	3.89	1.51	21	2.62	2.73	25	4.04	3.14	12	1	11638	0.10680577308271344
Ursprung	33	6.55	1.72	27	3.00	2.35	22	3.00	3.02	8	1	215614	0.13700018584303264
Wertsteigerung	32	6.81	2.24	21	4.48	3.08	38	3.87	2.54	14	4	11175	0.07453171221182286
Unsicherheit	29	3.00	2.46	26	5.15	2.13	23	4.26	3.29	12	2	138285	0.0676645819811578
Qualität	21	7.76	2.19	26	4.19	2.43	37	4.68	2.93	8	4	1268614	0.11029130291778819
Faschismus	22	0.55	0.96	24	6.58	2.95	21	6.71	2.92	10	2	57441	0.10682797394728684
Werkstoff	23	5.70	1.79	28	3.07	2.97	23	5.09	2.54	9	1	61355	0.06676873148606693
Preis	30	4.83	2.07	16	4.94	2.24	17	6.94	2.95	5	2	2085679	0.06857048848609512
Morgen	17	7.24	1.82	18	4.56	3.28	17	7.29	2.49	6	4	507709	0.07757735474234385
Waage	20	6.05	1.67	19	2.58	3.04	19	8.89	1.24	5	3	84421	0.06308766704155104
Dunkelheit	31	3.97	2.40	29	5.83	2.69	24	7.63	2.76	10	2	146818	0.03680305625415012
Verpflichtung	28	4.46	2.17	19	4.42	3.24	22	4.45	3.10	13	1	275895	0.0858729794701488
Alm	21	6.14	1.82	29	2.62	2.98	26	8.46	2.27	3	3	11658	0.06057245360468256
Kahn	31	5.35	1.82	15	2.20	2.27	24	8.08	2.59	4	3	20000	0.09170741844784519
Konsument	13	5.15	1.86	16	2.88	2.66	24	6.29	2.68	9	1	115179	0.13772828926122993
Mitteilung	30	5.63	1.52	29	4.00	2.22	24	5.71	3.32	10	1	167724	0.09166385955397136
Ziffer	36	5.06	2.19	27	1.78	2.38	26	7.27	3.19	6	3	90091	0.04162857074730503
Karte	22	5.64	1.47	17	2.35	2.34	18	8.17	1.76	5	3	1265509	0.12067965662709859
Anfrage	30	5.00	1.91	26	3.46	2.69	19	6.32	3.15	7	1	417849	0.09986094529147255
Auferstehung	33	6.18	3.00	29	4.14	3.13	20	4.95	3.14	12	1	63949	0.14279577467723428
Fleisch	21	4.62	2.42	26	4.15	3.09	17	9.18	1.55	7	3	401582	0.12845849074871615
Kunststück	31	6.39	2.01	26	4.42	2.53	20	5.65	2.58	10	4	28155	0.07008259300541848
Draht	27	4.11	1.83	19	2.42	2.29	20	7.75	3.11	5	3	92553	0.10562281825793489
Dienst	34	3.91	2.37	22	4.23	2.49	16	5.44	2.00	6	1	846878	0.12113303218747626
Notwendigkeit	26	4.19	2.15	24	3.79	2.84	20	4.45	3.36	13	1	257200	0.1408837485927598
Blech	25	4.00	1.41	25	1.08	1.41	24	8.21	2.45	5	3	66753	0.12406538573584067
Auszug	22	5.55	2.54	26	3.54	2.89	15	3.93	3.24	6	1	141019	0.10943857097684845
Befehl	33	2.67	1.67	31	6.48	2.91	20	4.30	2.43	6	2	248604	0.10647982735149307
Bewerber	23	4.96	1.85	25	3.84	2.34	23	6.57	2.98	8	1	192819	0.11333259131940795
Enttäuschung	32	1.75	1.93	25	7.00	2.55	28	4.89	2.75	12	2	126605	0.13029662006350048
Schmied	25	5.76	1.76	24	0.96	1.46	15	8.73	2.49	7	3	35640	0.09942972805780642
Vorteil	27	7.93	1.75	18	3.56	2.45	19	4.42	3.72	7	4	1195735	0.012958663897739293
Werber	20	3.80	1.79	19	3.16	2.83	21	4.57	3.04	6	1	13994	0.06601423410861464
Rückkehr	34	7.03	2.07	34	5.00	3.17	20	7.25	3.27	8	4	215270	0.0737992817070815
Sehne	31	4.23	1.78	23	3.09	3.40	15	7.47	2.61	5	3	12564	0.05308175818443497
Dampf	28	5.54	1.37	18	2.78	3.02	21	9.33	0.91	5	3	65299	0.20905241087060183
Phantasie	23	8.13	2.51	24	7.33	2.01	19	6.21	3.15	9	4	136429	0.11706985749267657
Gerichtshof	28	3.71	2.02	22	4.45	2.28	26	7.12	2.64	11	2	84393	0.10341028224762326
