Word	Val_N	Val_M	Val_SD	Ar_N	Ar_M	Ar_SD	Con_N	Con_M	Con_SD	length	Cluster	Freq	Avrg_Cosine
Gedanke	27	6.81	1.52	21	4.67	3.28	18	4.11	3.41	7	4	1428121	0.055193204636802363
Farn	22	5.86	1.73	15	1.13	1.60	24	8.75	1.19	4	3	9132	0.10145349268343014
Pedal	31	5.48	2.14	21	1.86	2.15	13	8.31	2.29	5	3	31466	0.13499878862126374
Mädchen	18	7.83	1.42	23	4.00	2.98	16	9.13	1.54	7	3	954143	0.14428886456698756
Rennen	18	5.17	1.72	16	5.31	3.34	19	8.53	2.17	6	3	387037	0.12447192460908743
Krise	20	2.20	1.58	26	5.96	3.18	24	3.79	2.72	5	2	430221	0.20612208993711617
Vertrauen	26	8.92	1.98	18	5.61	3.22	15	4.27	2.60	9	4	462065	0.254276566135362
Medium	27	5.52	1.74	25	3.32	2.64	19	4.00	3.09	6	1	1156464	0.24363341057140087
Modell	17	5.06	2.14	23	2.52	2.39	21	5.76	2.55	6	1	1186065	0.1610751431389506
Schnee	31	5.90	2.81	21	3.19	2.96	19	9.53	0.96	6	3	324393	0.047630322017680866
Arbeitsplatz	24	5.54	2.28	19	4.47	2.89	16	6.81	2.14	12	4	533206	0.16604629498831597
Erde	25	7.12	2.13	17	2.76	2.73	23	8.57	2.23	4	3	913280	0.30563659695292983
Versäumnis	24	2.83	2.51	24	6.50	2.19	21	4.43	3.16	10	2	23116	0.09499274179832476
Schirm	27	5.48	2.03	23	1.43	2.15	29	9.00	2.30	6	3	80644	0.08849365005271384
Vorzimmer	28	4.54	1.82	34	2.59	3.02	27	7.52	2.10	9	3	5264	0.06831487336128386
Lichtanlage	20	4.60	1.50	27	2.41	2.65	24	7.21	2.90	11	3	5316	0.13388845531123628
Straße	32	5.03	1.28	16	3.00	2.39	16	8.81	1.80	6	3	1835832	0.19343590893089987
Ferse	27	4.33	1.86	20	1.15	1.46	22	9.14	1.21	5	3	35732	0.26107712365064245
Wendigkeit	21	7.24	1.89	17	3.53	3.22	16	4.31	2.60	10	4	6968	0.08591304506560452
Heimweg	35	6.86	2.25	25	3.84	2.73	31	6.55	2.58	7	4	47371	0.27473812155888505
Likör	21	5.95	2.04	21	4.76	3.55	32	8.53	2.09	5	3	10385	0.10855131405371006
Kleber	27	5.07	1.86	24	2.08	2.19	24	8.33	2.51	6	3	10581	0.1519239033101644
Liebeserklärung	29	8.97	1.64	24	8.00	1.53	18	7.11	2.25	15	4	14619	0.6726601047783884
Auflage	20	3.70	1.89	23	2.00	2.43	17	4.24	2.54	7	1	454454	0.20896895115289627
Grund	25	6.44	2.22	25	3.28	2.97	21	5.19	3.01	5	1	3016977	0.29635425724625547
Donner	32	4.97	2.78	24	5.21	2.52	18	8.78	1.40	6	3	21439	0.05770355957836013
Locher	26	4.04	1.48	26	1.08	1.76	33	8.82	1.98	6	3	1850	0.09945990771311504
Rolle	19	5.11	1.37	8	3.38	1.30	15	6.47	3.42	5	1	1667762	0.14230924438919418
Hirte	21	6.00	1.84	28	1.82	2.58	20	8.40	1.76	5	3	53228	0.14246696263966988
Bekämpfung	23	2.83	1.92	28	6.39	2.41	20	6.35	2.74	10	2	107582	0.25996175055377757
Feind	26	3.00	3.12	29	6.24	2.49	16	5.13	3.48	5	2	321111	0.32043451634036546
Käufer	20	4.45	1.47	31	3.26	2.53	26	7.15	2.46	6	3	264272	0.23773791080912923
Feld	28	5.57	2.04	30	1.47	1.46	17	7.53	2.72	4	3	805553	0.18749385596473886
Glut	28	5.79	2.38	22	5.64	3.06	19	8.21	2.32	4	4	28501	0.1881087563706605
Bürste	29	5.45	1.27	24	2.29	2.03	17	9.00	1.54	6	3	18426	0.11633455562404207
Verbrauch	23	4.57	1.75	25	2.52	2.55	31	4.90	3.00	9	1	145476	0.13093010693330237
Untauglichkeit	32	2.75	2.27	21	4.38	2.84	25	2.48	2.58	14	1	1446	0.02725888940041033
Abgrund	24	2.17	2.20	21	6.95	2.44	14	8.57	2.03	7	2	80808	0.4997845613591821
Kämpfer	23	5.26	2.12	22	6.55	2.18	21	7.57	1.83	7	4	99562	0.24264068295452904
Auffassung	32	6.19	1.45	19	3.16	3.02	21	4.38	3.22	10	1	325978	0.15251946276233236
Geschlecht	23	5.22	1.86	24	4.54	2.83	24	6.92	3.08	10	4	266055	0.1818975958531022
Entlarvung	28	3.43	2.46	33	6.27	2.71	20	4.95	2.89	10	2	3104	0.2481254282201859
Fensterbank	19	6.16	2.54	16	2.31	2.36	24	9.67	1.63	11	3	18135	0.20022544827500904
Irrtum	31	3.23	1.43	23	5.00	2.47	25	4.12	3.17	6	2	105693	0.20124924816774134
Faust	23	3.74	2.12	28	5.43	3.11	16	9.00	2.10	5	2	114779	0.310320604938606
Identität	19	6.89	2.21	33	5.24	3.36	29	4.34	3.42	9	4	252709	0.1643091404285959
Hirn	24	6.92	2.00	24	4.25	3.48	27	8.93	2.22	4	3	80799	0.36557447420167033
Küste	22	7.95	2.13	30	5.83	3.12	25	8.96	1.79	5	4	222291	0.17783741202544834
Karton	24	4.46	1.53	20	1.40	1.90	31	8.32	2.65	6	3	91042	0.10662857013626041
Handschuh	25	6.04	2.15	31	1.58	2.22	17	9.65	0.70	9	3	89235	0.2496706338696309
Osten	26	4.65	2.23	24	3.46	3.23	34	6.79	2.92	5	3	423246	0.10509957153413851
Ferne	26	6.08	2.31	16	5.56	3.08	24	5.92	2.81	5	4	114749	0.17585890798856138
Tradition	42	5.86	1.75	21	3.10	3.05	16	5.63	3.22	9	1	528239	0.12026146987448069
Latte	20	5.30	1.38	23	2.26	2.58	16	7.81	2.59	5	3	65175	0.11332070915730874
Eintrag	24	4.42	1.86	24	4.42	3.19	15	5.67	3.60	7	1	423175	0.22316068411608625
Geschmack	19	6.89	1.41	33	4.76	2.54	24	5.21	3.46	9	4	413614	0.0945013962935058
Leckerbissen	26	8.15	1.46	22	5.64	2.59	25	6.16	2.27	12	4	28021	0.18462415044967692
Trainer	22	5.27	1.75	13	3.00	3.16	20	7.90	1.55	7	3	715882	0.032265276947042926
Zeitvertreib	26	6.27	2.54	26	2.69	2.33	25	4.04	3.08	12	1	17351	0.059277726612269224
Regenbogen	14	8.00	2.08	23	3.30	2.91	21	9.29	1.55	10	3	32942	0.14923664633621714
Unterdrückung	32	1.66	2.66	33	6.73	2.73	25	5.04	2.84	13	2	73076	0.10645426952258337
Bündnis	29	5.93	2.05	15	3.40	1.88	21	4.71	2.28	7	1	219525	0.20280374978153662
Detail	21	6.19	2.29	17	3.35	2.06	19	2.74	3.00	6	1	860654	0.4154662365674162
Ruder	27	5.41	1.89	28	2.25	2.63	21	9.19	1.97	5	3	48775	0.11026260657385405
Arzt	23	5.04	1.58	22	5.50	2.37	17	9.00	1.84	4	3	1256111	0.20946865567275186
Malerei	23	7.13	1.60	22	3.86	2.93	22	6.73	2.96	7	4	109422	0.18295084470408624
Motor	25	4.88	1.45	32	3.66	2.61	19	8.47	2.39	5	3	688589	0.18692698506777747
Haushalt	21	5.33	1.56	25	3.04	2.17	22	5.59	2.46	8	1	449051	0.21719592404792057
Gelenk	25	5.12	2.20	26	3.62	2.93	24	7.83	2.66	6	3	111818	0.15570818395352035
Zerrung	30	2.30	2.59	37	4.24	2.48	23	6.17	2.62	7	2	8205	0.05873626100953326
Mikroskop	26	6.04	1.80	20	3.00	3.08	21	9.48	0.87	9	3	25278	0.10960282441391103
Roboter	37	4.30	2.22	32	2.53	2.77	16	8.88	1.82	7	3	83686	0.23498522367982377
Sex	26	7.46	2.76	13	6.77	2.65	21	8.48	1.81	3	4	247158	0.20155763789714679
Geltung	27	5.85	1.85	30	3.43	2.14	22	3.36	2.92	7	1	89561	0.216837233489994
Angebot	26	6.27	2.15	23	4.57	2.73	18	4.22	2.29	7	4	1989073	0.14584476076642303
Lampe	30	6.73	1.95	22	2.05	2.50	17	8.88	2.42	5	3	169915	0.09568013722695592
Streifen	29	5.55	1.80	19	2.37	2.29	20	6.55	2.89	8	3	152063	0.14916311224008932
Pflicht	29	3.59	2.26	20	3.70	2.85	27	5.15	3.22	7	1	417284	0.2174887848435257
Teufel	31	2.23	2.28	25	4.92	2.93	16	6.75	3.61	6	2	200887	0.17797966882498692
Start	26	6.88	1.75	27	5.41	3.00	25	6.20	3.20	5	4	785740	0.12962554387394837
Baby	22	7.77	2.54	28	6.32	3.12	36	8.75	2.01	4	4	326813	0.1200080185858364
Geschick	31	7.68	1.64	22	3.18	2.34	20	6.00	2.64	8	4	90153	0.1512440153629631
Heu	30	6.13	2.42	25	1.60	1.66	23	8.65	2.27	3	3	67554	0.10408498017473407
Ulme	22	6.09	1.85	22	0.82	1.47	35	7.43	3.24	4	3	6852	0.05097454631022906
Fahrzeug	25	5.56	1.66	30	2.70	2.09	26	7.58	2.45	8	3	981943	0.16331707859183747
Kritik	18	4.22	2.07	27	6.63	2.47	19	4.68	3.51	6	2	786553	0.09709324407411254
Dame	26	7.04	2.20	24	3.29	2.53	13	7.62	2.29	4	3	607568	0.22430944676718112
Orgasmus	23	8.48	2.04	21	8.81	1.66	17	8.35	1.93	8	4	31719	0.25525246974886173
Maximum	19	6.53	2.52	25	4.88	3.40	14	6.14	3.68	7	4	52695	0.12570895546782493
Verzerrung	22	3.45	2.18	28	4.57	3.19	24	3.96	2.79	10	2	27619	0.10463709851979215
Sicherheit	27	7.33	2.66	26	3.85	2.52	20	4.70	2.96	10	4	1224654	0.21343237844763924
Zahl	36	5.75	2.13	30	2.17	3.13	28	8.18	2.79	4	3	1434987	0.10531237134793114
Puppe	20	4.85	2.13	31	2.68	2.73	31	9.23	1.41	5	3	73861	0.08098928516319656
Begrenzung	34	3.85	1.58	24	4.08	2.38	11	8.00	1.79	10	3	76519	0.24271312899490588
König	29	5.72	2.05	34	3.53	2.68	25	8.60	1.58	5	3	665409	0.22451857174017395
Ehe	27	7.70	1.92	22	4.77	2.60	35	6.60	2.97	3	4	280467	0.16864666841152837
Merkmal	24	5.67	2.04	21	2.81	2.23	22	4.68	3.59	7	1	246359	0.1609124456218495
Hafer	21	6.10	2.30	24	1.46	2.41	16	9.00	1.75	5	3	18331	0.06528037048706085
Experte	32	6.25	2.08	31	4.52	2.47	29	6.76	2.60	7	4	538784	0.1958733694733487
Reiter	25	5.72	1.84	21	2.95	2.64	20	8.85	1.90	6	3	148204	0.2414153725506468
Verzögerung	21	2.81	2.09	34	4.44	2.86	22	4.36	2.68	11	2	103564	0.10961146864073992
Hantel	20	4.75	2.55	21	2.57	2.25	26	9.08	1.98	6	3	8571	0.16085203143510346
Draht	27	4.11	1.83	19	2.42	2.29	20	7.75	3.11	5	3	92553	0.23671127360158706
Scheißdreck	29	1.45	1.33	21	6.14	3.66	26	4.31	3.00	11	2	2684	0.06517067817115393
Schwierigkeit	33	3.55	2.22	26	5.12	2.76	21	5.10	3.03	13	2	444046	0.09408370212243482
Beruf	22	6.45	2.26	24	3.88	3.03	25	7.12	2.88	5	4	661941	0.27137233909199937
Besetzung	20	5.00	2.85	26	3.81	3.35	23	5.09	2.54	9	1	163437	0.16227577171139618
Rechtsstaat	22	4.77	2.47	24	5.54	2.54	23	4.35	3.24	11	2	55245	0.1341178975069504
Netz	25	5.20	1.58	23	2.91	2.33	16	8.44	2.73	4	3	823729	0.19846024514554247
Hinsicht	19	4.47	2.39	28	2.43	2.06	17	1.35	1.66	8	1	320054	0.1877164216128691
Liebling	28	8.21	2.17	28	6.96	2.53	19	5.42	3.01	8	4	80216	0.3101252081528113
Tendenz	24	5.33	1.52	26	3.31	2.80	26	4.27	2.93	7	1	209484	0.1839387016080372
Aufgabe	16	5.19	2.66	27	4.52	2.82	18	5.11	3.05	7	1	1860466	0.15179554988591695
Rock	32	6.47	1.98	20	4.75	3.21	20	8.60	2.74	4	3	244550	0.10124243774090727
Musiker	30	7.87	2.33	21	4.90	2.61	27	8.89	1.42	7	4	372828	0.24256005336540515
Büstenhalter	24	7.13	1.87	17	4.00	2.89	22	8.45	2.63	12	3	2084	0.12996912352021925
Wartung	32	5.03	2.28	22	2.55	2.82	26	5.58	2.76	7	1	81852	0.050249940737593556
Problem	22	3.23	3.05	20	5.90	2.40	16	4.13	2.73	7	2	5369302	0.13061111761780114
Würstchen	22	4.82	2.67	23	2.91	2.37	15	9.47	0.83	9	3	36991	0.06487709419010824
Lied	32	7.53	2.31	22	5.00	2.58	29	7.34	2.97	4	4	716152	0.24808622496883342
Ablehnung	25	2.52	1.56	25	5.24	2.50	22	5.27	3.01	9	2	149874	0.1271365431569945
Dressur	24	3.50	1.64	32	3.00	2.16	22	5.86	3.54	7	1	24075	0.30549683825711915
Fürst	23	5.65	1.82	29	1.83	1.97	32	7.78	2.37	5	3	123666	0.19566400245668344
Wolf	33	5.21	2.19	26	5.50	3.01	14	9.43	1.65	4	3	114579	0.04907269731683665
Kraftwagen	37	5.54	2.34	16	3.50	2.92	26	8.77	1.84	10	3	2210	0.13900465751666796
Rudel	23	5.00	1.76	25	4.20	2.35	18	7.61	1.94	5	3	39901	0.12164430080804141
Ursache	31	5.74	1.37	22	3.55	2.60	22	3.18	2.61	7	1	660770	0.10027011519486402
Knopf	25	5.32	1.44	19	1.53	1.71	33	9.09	1.86	5	3	107669	0.14232030864431525
Komplikation	35	2.60	1.97	17	5.88	2.62	29	3.52	2.92	12	2	71797	0.2114917040044674
Erzeugnis	32	5.84	2.03	20	2.05	2.14	20	5.25	2.88	9	1	55574	0.26294935333006797
Elan	26	7.15	2.11	26	5.46	2.61	22	5.55	3.20	4	4	13587	0.11698859549585539
Jungfrau	28	5.36	2.02	27	3.67	3.01	17	6.06	3.21	8	1	74366	0.18201177780825992
Fön	23	5.17	2.23	23	1.43	1.73	18	8.67	2.30	3	3	14756	0.23632778676758423
Pyramide	31	6.35	2.12	21	4.05	2.62	19	8.47	2.78	8	3	56204	0.3057640672342393
Verbesserung	29	7.07	2.94	21	4.19	2.36	24	4.96	3.54	12	4	517235	0.1524490559719474
Polizist	24	5.46	1.61	13	4.31	1.84	23	8.74	2.90	8	3	245274	0.08336575125543855
Tag	25	6.84	1.60	25	3.12	3.02	23	6.65	2.50	3	3	8058927	0.16484214353370136
Vulkan	32	5.03	1.96	28	6.75	2.74	30	9.17	2.05	6	2	52647	0.08298024608813016
Gans	29	5.21	2.23	19	2.74	2.42	29	9.69	0.66	4	3	31616	0.14235525248596786
Profi	24	6.04	2.58	18	3.78	3.02	23	5.61	2.76	5	1	230137	0.03652216470560734
Eifersucht	28	2.00	1.61	26	6.38	2.59	27	4.93	3.16	10	2	39141	0.34041455178376584
Fernseher	31	5.35	2.20	19	3.42	2.71	26	9.27	1.25	9	3	223099	0.2344443222055846
Verseuchung	19	1.53	2.93	33	6.03	2.73	19	5.42	2.95	11	2	5841	0.11267311017138548
Reform	22	5.27	2.03	31	4.94	2.48	15	4.47	2.36	6	1	245065	0.2714736063267855
Bewegung	20	7.05	2.35	30	5.23	2.96	24	6.17	3.09	8	4	965142	0.19088879124720787
Freundschaft	30	8.87	1.87	27	6.74	2.35	24	5.58	3.15	12	4	255419	0.27508384195111857
Mandant	22	4.27	1.58	21	3.33	2.73	21	6.76	2.59	7	1	86513	0.2422636285653584
Prämie	24	7.75	1.75	26	4.69	2.72	19	6.37	2.14	6	4	74366	0.4052869587425484
Leiche	18	2.50	3.70	30	6.63	2.86	23	8.13	2.82	6	2	141918	0.060472049111694945
Salat	28	7.18	1.47	27	1.81	2.11	11	8.00	2.65	5	3	111629	0.10581664290072053
Sand	29	6.72	2.40	17	1.82	2.43	20	8.65	3.01	4	3	275788	0.18253189393127126
Anruf	26	5.65	2.38	32	5.09	2.70	29	6.34	3.30	5	4	180813	0.16055944373604158
Komponente	28	5.50	1.60	27	2.70	2.30	18	4.78	3.08	10	1	289914	0.15611755339723063
Käfer	18	5.78	2.88	21	2.29	2.65	22	7.91	2.83	5	3	48076	0.1581378887403129
Theater	24	6.67	1.76	26	4.35	2.56	28	8.21	2.25	7	3	456847	0.11416116954261397
Weisung	32	4.84	2.44	19	4.11	3.18	26	3.96	2.96	7	1	49042	0.15706377038262653
Erkrankung	21	2.52	2.86	27	4.67	2.22	26	6.19	3.19	10	2	476442	0.27816686878105007
Räumung	39	3.44	2.37	23	4.30	2.79	32	5.84	2.96	7	2	25296	0.11901993888156825
Verschlechterung	22	2.45	2.22	25	5.28	2.21	29	4.62	3.52	16	2	53246	0.10263240351896027
Zoo	35	6.83	2.02	22	4.18	2.42	24	8.33	2.99	3	3	108240	0.048795785316943424
Kamm	18	5.67	1.75	26	0.92	1.38	15	9.33	2.06	4	3	39012	0.08184393788893511
Sehne	31	4.23	1.78	23	3.09	3.40	15	7.47	2.61	5	3	12564	0.07760639781341001
Empfindung	18	7.33	1.68	34	5.97	3.14	23	4.48	2.94	10	4	69849	0.16497325010916158
Fahrrad	27	6.81	1.88	35	2.83	2.20	19	9.89	0.32	7	3	291998	0.3346789404407852
Meter	32	5.47	1.44	24	0.71	1.27	30	7.60	2.54	5	3	1252576	0.43205047953778397
Stumpfsinn	19	2.84	2.65	32	3.28	3.23	20	3.45	2.14	10	1	1590	0.0
Serum	13	4.77	2.20	29	3.45	2.56	20	6.75	2.27	5	1	18590	0.17556491729718926
Werkstoff	23	5.70	1.79	28	3.07	2.97	23	5.09	2.54	9	1	61355	0.07081798192124718
Dessert	23	7.65	2.21	26	2.92	2.51	22	7.09	2.67	7	3	24106	0.2382344028745859
Eintracht	31	6.06	2.54	28	2.79	2.54	20	3.35	2.64	9	1	116464	0.3037408575038313
Pfütze	27	4.15	1.61	28	2.50	2.01	18	8.83	2.48	6	3	24928	0.2654571374528264
Gesäß	25	4.84	2.08	41	3.66	2.83	19	8.95	1.78	5	3	10145	0.24985554321667758
Fleck	23	2.52	1.73	22	3.05	2.28	19	8.58	1.57	5	3	67117	0.34179658111025424
Entlassung	24	2.92	3.13	22	6.23	3.38	29	5.62	3.18	10	2	82171	0.21524736254116655
Drohung	24	2.00	2.69	25	7.44	2.06	22	6.45	2.65	7	2	77730	0.13088375087834456
Gerichtshof	28	3.71	2.02	22	4.45	2.28	26	7.12	2.64	11	2	84393	0.2647104144534654
Ion	24	4.79	1.64	30	2.60	2.79	25	5.44	3.38	3	1	26995	0.206038880626242
Titel	23	5.35	1.80	19	2.53	2.29	11	5.45	2.77	5	1	1235395	0.183292274490738
Unzufriedenheit	32	2.66	2.42	23	5.70	2.93	24	4.75	2.77	15	2	40672	0.18877192846313245
Begriff	20	5.55	1.64	23	1.78	2.00	31	4.55	3.77	7	1	1079122	0.1544224683295337
Zuordnung	37	5.35	1.96	24	1.96	2.51	22	5.77	3.09	9	1	79129	0.15979531249789997
Platte	22	5.45	1.87	27	1.78	2.83	25	6.56	2.47	6	3	421665	0.1776037430328721
Anforderung	23	5.00	1.91	21	5.29	2.35	19	4.11	2.71	11	1	689099	0.25907366436359786
Rüstung	26	4.12	2.41	31	4.23	3.38	21	8.33	2.87	7	3	91503	0.13405104291558073
Freundin	25	8.56	1.66	25	6.68	2.01	28	7.89	2.30	8	4	664161	0.3696180741837922
Aufnahme	25	5.60	1.83	27	2.67	2.35	20	4.65	2.52	8	1	664299	0.20545935282039157
Gefangenschaft	29	1.55	2.43	21	6.67	2.48	21	6.33	2.87	14	2	45229	0.30551573414555194
Unterscheidung	34	5.59	1.65	20	2.70	2.70	22	4.18	3.57	14	1	96207	0.10211005601249426
Hafen	22	6.64	2.30	31	3.16	2.34	25	8.92	1.96	5	3	303981	0.2410096964599428
Staffel	16	6.00	1.93	24	2.08	2.10	19	5.53	2.70	7	1	279367	0.08164366246043957
Vereinigung	23	7.30	2.40	20	5.50	2.89	18	4.33	2.09	11	4	187418	0.19774362164223563
Kette	20	5.55	2.16	21	2.90	2.45	16	7.44	3.44	5	3	206686	0.07073986791793685
Assistenz	20	5.15	1.14	22	2.18	2.36	26	5.27	2.78	9	1	14404	0.23128012693521455
Aggression	38	1.89	2.08	25	7.24	2.67	20	5.25	3.23	10	2	68172	0.2923897506018457
Weg	38	7.05	1.58	20	2.70	2.49	24	8.33	2.04	3	3	3867996	0.11190401478010989
Mitteilung	30	5.63	1.52	29	4.00	2.22	24	5.71	3.32	10	1	167724	0.2217965723178302
Kombination	23	5.78	1.31	29	3.00	2.24	28	3.54	2.71	11	1	492323	0.06784647532784657
Erkenntnis	31	7.48	2.53	31	5.32	2.87	23	4.04	2.96	10	4	655290	0.2626372678836133
Oper	29	6.10	2.55	20	5.15	2.52	26	8.46	2.21	4	4	155015	0.11178083618358221
Welle	19	6.26	1.91	28	4.68	3.08	22	7.50	2.94	5	4	304393	0.051988854530199136
Leitung	23	5.43	1.90	21	2.33	2.65	17	6.18	3.07	7	1	581353	0.19158084435513442
Mixer	21	4.81	1.75	16	3.25	2.82	24	8.63	2.10	5	3	18945	0.1955004209209675
Priester	19	5.26	2.33	18	2.78	2.67	21	9.33	0.86	8	3	205220	0.10270411756631972
Herrscher	23	3.52	2.41	26	6.31	2.84	19	7.21	2.02	9	2	98072	0.3725575193103905
Nation	21	5.29	1.62	25	3.76	2.83	26	5.88	2.86	6	1	335022	0.17270262814877232
Schalter	20	5.35	1.27	20	1.85	2.78	14	8.36	1.74	8	3	146613	0.09507857689999759
Ursprung	33	6.55	1.72	27	3.00	2.35	22	3.00	3.02	8	1	215614	0.2029777415373736
Pfarrer	25	4.08	2.34	29	2.21	2.08	16	8.56	2.16	7	3	296770	0.309786725167554
Beispiel	31	5.26	1.83	23	2.00	1.98	24	5.17	3.41	8	1	3270025	0.26687009627088226
Maßnahme	25	4.12	1.86	16	3.69	3.11	19	4.37	2.97	8	1	1080853	0.22954021269187236
Magen	20	3.85	1.50	16	2.31	1.96	30	8.57	1.83	5	3	157316	0.13746417916443193
Räuber	32	2.69	2.62	27	5.15	2.61	20	7.70	2.36	6	2	43647	0.08788577947026366
Mandel	27	6.74	2.12	22	2.05	2.42	23	9.43	1.41	6	3	29674	0.2321948459075634
Sucht	19	2.37	1.86	28	6.79	2.63	19	5.42	3.40	5	2	6386	0.1675182135520513
Unterwelt	19	3.58	1.77	29	5.17	2.61	21	4.90	2.95	9	2	29301	0.354318105473412
Unwahrheit	20	2.00	1.92	21	7.10	2.32	26	3.96	3.41	10	2	19104	0.06935483909192282
Zeitspanne	31	5.16	1.04	20	1.75	1.80	16	3.44	2.50	10	1	42148	0.040739072085981494
Vollkommenheit	40	7.35	2.56	20	6.70	2.68	26	4.23	2.80	14	4	23176	0.18428460440717626
Adler	24	6.50	2.92	28	4.96	2.63	27	8.81	2.83	5	3	80683	0.24006580527413934
Missverständnis	16	2.63	1.78	20	5.65	2.64	27	4.85	2.64	15	2	108660	0.15760303546385318
Imbiss	29	6.17	2.12	41	2.34	2.00	17	9.29	1.21	6	3	31330	0.18103356144699778
Sieg	26	7.77	1.92	28	7.79	2.35	17	7.47	2.37	4	4	836808	0.10213894553138769
Bruder	25	8.16	1.60	28	3.32	2.74	25	8.52	2.74	6	3	768550	0.09689521842846992
Ausstattung	33	5.94	1.52	22	2.09	2.51	20	5.40	2.64	11	1	289283	0.25253997211028956
Manipulation	25	2.68	2.46	25	6.44	2.68	21	3.95	3.11	12	2	73752	0.1798559598619062
Darstellung	22	5.23	1.31	28	2.32	2.34	21	4.19	2.54	11	1	570832	0.2546487093393271
Bestand	31	5.84	1.66	24	2.00	1.96	16	4.56	3.22	7	1	239868	0.18429910838119473
Patient	28	2.79	1.85	21	4.14	2.43	22	8.50	2.22	7	2	1205828	0.1693798195176745
Club	26	5.88	2.23	27	4.19	2.84	25	7.44	2.43	4	3	424617	0.18085431585453687
Gesetzgebung	28	4.82	2.09	20	4.35	2.94	22	6.50	2.81	12	1	63814	0.21024160975315928
Beil	22	3.09	1.63	25	4.52	2.83	15	9.40	1.40	4	2	10318	0.2104279601191906
Pinsel	31	5.81	1.92	18	1.56	2.64	24	9.04	1.68	6	3	60075	0.18664501139650969
Arzneimittel	15	6.33	2.50	21	4.62	2.58	30	7.90	2.19	12	4	114508	0.22292052560858897
Dach	26	5.54	2.14	21	2.00	1.67	27	9.00	2.08	4	3	423162	0.28515904922357405
Trieb	30	4.13	2.08	27	6.70	2.33	17	4.35	3.14	5	2	66512	0.13401351356138863
Treibstoff	32	5.25	2.29	25	3.80	2.75	24	7.38	2.67	10	3	39197	0.19031722571618592
Arbeiter	27	4.48	2.17	26	2.62	2.26	29	7.03	2.92	8	3	255923	0.3039655726814008
Leuchte	24	6.33	2.35	24	2.08	2.34	25	7.36	1.87	7	3	23163	0.19406514380095152
Gerümpel	24	4.33	2.12	27	3.15	2.55	20	7.45	2.48	8	3	4068	0.1281841923969252
Kontakt	27	6.78	2.62	31	4.94	2.61	37	5.24	2.98	7	4	1209370	0.15405780558235707
Täuschung	32	2.16	2.02	23	5.91	2.33	20	4.70	2.39	9	2	49678	0.16142913287362082
Übernachtung	16	6.00	2.58	25	3.80	2.71	21	6.67	2.67	12	4	137003	0.08819683417102095
Schatten	24	4.54	2.21	15	2.73	2.84	24	8.21	2.62	8	3	338611	0.22891307561845559
Allee	25	7.52	1.83	17	2.53	1.87	18	8.78	2.24	5	3	43946	0.2558967969899085
Vers	25	6.24	2.15	29	2.86	2.26	17	8.12	2.34	4	3	117206	0.08072623407784876
Ausweis	20	4.20	1.54	28	2.75	2.65	20	8.55	1.70	7	3	64420	0.08671479655765668
Monolog	25	3.36	1.70	34	2.47	2.75	27	5.81	3.43	7	1	21569	0.04378354524534124
Umgang	21	5.38	2.25	24	3.04	2.18	24	4.21	2.45	6	1	669783	0.23541333555288638
Begabung	19	7.42	1.89	33	4.76	2.66	29	4.76	3.07	8	4	53770	0.25011723090210614
Spalte	36	3.94	1.69	20	3.65	2.80	24	7.50	2.06	6	3	74806	0.0734945495505545
Politiker	37	4.19	1.98	32	4.69	3.37	22	7.59	2.32	9	2	519625	0.21851314052981188
Notfall	28	2.71	2.71	8	7.13	2.59	35	6.11	2.99	7	2	124418	0.21332863579923084
Intervention	30	4.90	1.58	21	5.19	2.84	25	3.68	3.02	12	1	86103	0.2267116257012156
Inhalt	17	5.47	2.18	29	3.86	2.68	12	5.00	3.36	6	1	1384138	0.2823201709852633
Bindung	29	6.38	2.29	31	4.29	2.97	11	4.00	2.83	7	1	154320	0.25969322714548715
Sanktion	25	4.16	2.51	31	5.13	2.87	26	4.54	3.35	8	2	74319	0.10669172996343916
Coitus	19	5.63	3.35	26	7.62	2.55	18	6.33	3.18	6	4	243	0.0
Einsicht	18	6.89	1.57	22	4.45	2.48	21	4.05	3.12	8	4	169812	0.188151677242099
Lehne	22	5.82	2.48	28	2.25	2.81	24	6.75	2.85	5	3	8362	0.154075563702485
Bedarf	25	4.52	1.78	27	2.81	2.73	23	3.35	3.35	6	1	493078	0.19177276829683762
Fahrschule	30	5.00	1.62	35	4.00	3.23	21	8.24	2.72	10	3	24211	0.19206249669523628
Umsatz	28	6.29	1.98	26	4.42	2.80	20	5.00	3.15	6	4	283239	0.15221090913790303
Fazit	22	6.50	2.28	29	3.93	2.91	27	4.85	3.23	5	4	427465	0.20141398046112444
Hof	20	6.00	1.52	24	2.04	2.69	22	8.18	2.08	3	3	320773	0.30174324264330943
Mittagessen	23	6.43	2.74	25	3.72	2.72	25	8.36	1.66	11	3	9292	0.19523569061275334
Vorstand	37	4.86	2.34	21	2.62	2.71	24	7.08	2.32	8	3	554526	0.09242857614528702
Belegung	22	3.91	1.51	28	2.21	2.54	17	3.00	2.35	8	1	27005	0.20486974308825073
Klausur	32	3.13	2.15	23	6.26	2.61	27	8.26	2.03	7	2	80417	0.10726769595952726
Weite	26	7.00	2.08	22	4.73	2.93	30	4.37	2.70	5	4	55060	0.11166247692479774
